"i_amort_50000":[(0.000000369, 77.333600000), (0.000000303, 77.368800000), (0.000000305, 77.388000000), (0.000000313, 77.473600000), (0.000000363, 77.452800000), (0.000000308, 77.455200000), (0.000000316, 77.416800000), (0.000000300, 77.388000000), (0.000000305, 77.473600000), (0.000000328, 77.452800000)],
"i_amort_100000":[(0.000000368, 77.424400000), (0.000000374, 77.374400000), (0.000000369, 77.364400000), (0.000000454, 77.404000000), (0.000000370, 77.445200000), (0.000000399, 77.386800000), (0.000000365, 77.456400000), (0.000000393, 77.386800000), (0.000000383, 77.456400000), (0.000000365, 77.386800000)],
"i_amort_150000":[(0.000000411, 77.330133333), (0.000000531, 77.297333333), (0.000000505, 77.336000000), (0.000000504, 77.315200000), (0.000000474, 77.337600000), (0.000000486, 77.342133333), (0.000000505, 77.342400000), (0.000000486, 77.320533333), (0.000000551, 77.391200000), (0.000000475, 77.342666667)],
"i_amort_200000":[(0.000000459, 77.524200000), (0.000000500, 77.509800000), (0.000000779, 77.478800000), (0.000000742, 77.482800000), (0.000000748, 77.519400000), (0.000000714, 77.478800000), (0.000000559, 77.482800000), (0.000000758, 77.519400000), (0.000000855, 77.478800000), (0.000000674, 77.482800000)],
"i_amort_250000":[(0.000000556, 77.434240000), (0.000000572, 77.477120000), (0.000000681, 77.424000000), (0.000000699, 77.477120000), (0.000000734, 77.424000000), (0.000000710, 77.477120000), (0.000000925, 77.424000000), (0.000000860, 77.477120000), (0.000000904, 77.424000000), (0.000000864, 77.477120000)],
"i_amort_300000":[(0.000000556, 77.412933333), (0.000000796, 77.311600000), (0.000001052, 77.397866667), (0.000000828, 77.321066667), (0.000000739, 77.397866667), (0.000000685, 77.321066667), (0.000000680, 77.397866667), (0.000000746, 77.321066667), (0.000000767, 77.397866667), (0.000000756, 77.321066667)],
"i_amort_350000":[(0.000000636, 77.403657143), (0.000000824, 77.349714286), (0.000000875, 77.343657143), (0.000000834, 77.347314286), (0.000000872, 77.351771429), (0.000000792, 77.350857143), (0.000001071, 77.350742857), (0.000000874, 77.350514286), (0.000000818, 77.350857143), (0.000000786, 77.350742857)],
"i_amort_400000":[(0.000000603, 77.350400000), (0.000000856, 77.308200000), (0.000001057, 77.390700000), (0.000000866, 77.327900000), (0.000000819, 77.304200000), (0.000000901, 77.390700000), (0.000001111, 77.327900000), (0.000000877, 77.304200000), (0.000000880, 77.390700000), (0.000000813, 77.327900000)],
"i_amort_450000":[(0.000000664, 77.381244444), (0.000001137, 77.409866667), (0.000000995, 77.391377778), (0.000001066, 77.443555556), (0.000001099, 77.402311111), (0.000001097, 77.420444444), (0.000000885, 77.448266667), (0.000001083, 77.404977778), (0.000001188, 77.391377778), (0.000001116, 77.443555556)],
"i_amort_500000":[(0.000000592, 77.375600000), (0.000001057, 77.355280000), (0.000001298, 77.363040000), (0.000001154, 77.352480000), (0.000000969, 77.378960000), (0.000001196, 77.358480000), (0.000001130, 77.343040000), (0.000001051, 77.354880000), (0.000001213, 77.360400000), (0.000001236, 77.352480000)],
"i_amort_550000":[(0.000000868, 77.396000000), (0.000001405, 77.380872727), (0.000001366, 77.430036364), (0.000001167, 77.385163636), (0.000001131, 77.430763636), (0.000001213, 77.385163636), (0.000001358, 77.430763636), (0.000001307, 77.385163636), (0.000000966, 77.430763636), (0.000000915, 77.385163636)],
"i_amort_600000":[(0.000000794, 77.414733333), (0.000001182, 77.379600000), (0.000001278, 77.393400000), (0.000001346, 77.439600000), (0.000001287, 77.441066667), (0.000001237, 77.439133333), (0.000001197, 77.442333333), (0.000001203, 77.441066667), (0.000000821, 77.439133333), (0.000000880, 77.442333333)],
"i_amort_650000":[(0.000000712, 77.293046154), (0.000001136, 77.344061538), (0.000000941, 77.332492308), (0.000000871, 77.326953846), (0.000000844, 77.345907692), (0.000000910, 77.327938462), (0.000000890, 77.326953846), (0.000000826, 77.345907692), (0.000000838, 77.327938462), (0.000000848, 77.326953846)],
"i_amort_700000":[(0.000000633, 77.404742857), (0.000000912, 77.406857143), (0.000000954, 77.416742857), (0.000000892, 77.424971429), (0.000000880, 77.401142857), (0.000000837, 77.424971429), (0.000000860, 77.401142857), (0.000000831, 77.424971429), (0.000000885, 77.401142857), (0.000000844, 77.424971429)],
"i_amort_750000":[(0.000000639, 77.380106667), (0.000000937, 77.386933333), (0.000000919, 77.367093333), (0.000000895, 77.375840000), (0.000000906, 77.377866667), (0.000000913, 77.383360000), (0.000000885, 77.376693333), (0.000000880, 77.378453333), (0.000000905, 77.378880000), (0.000000868, 77.377866667)],
"i_amort_800000":[(0.000000662, 77.452100000), (0.000000905, 77.455600000), (0.000000931, 77.490350000), (0.000000892, 77.472050000), (0.000000915, 77.472850000), (0.000000934, 77.451350000), (0.000000926, 77.490350000), (0.000000967, 77.472050000), (0.000000900, 77.472850000), (0.000000916, 77.451350000)],
"i_amort_850000":[(0.000000677, 77.400847059), (0.000000957, 77.359200000), (0.000000982, 77.362258824), (0.000000933, 77.370870588), (0.000000935, 77.359482353), (0.000000935, 77.333600000), (0.000000928, 77.366164706), (0.000000994, 77.333600000), (0.000000948, 77.366164706), (0.000000944, 77.333600000)],
"i_amort_900000":[(0.000000699, 77.411377778), (0.000001001, 77.361600000), (0.000000975, 77.355955556), (0.000000961, 77.354222222), (0.000000980, 77.362088889), (0.000000961, 77.358177778), (0.000000945, 77.343022222), (0.000000964, 77.367822222), (0.000001011, 77.359377778), (0.000000973, 77.354222222)],
"i_amort_950000":[(0.000000734, 77.429389474), (0.000000991, 77.429347368), (0.000001003, 77.425010526), (0.000000974, 77.450357895), (0.000000974, 77.450442105), (0.000000978, 77.439915789), (0.000000997, 77.431747368), (0.000001050, 77.414357895), (0.000001029, 77.439326316), (0.000001034, 77.416757895)],
"i_amort_1000000":[(0.000000742, 77.410040000), (0.000001021, 77.389080000), (0.000001030, 77.419600000), (0.000001047, 77.423360000), (0.000001013, 77.403200000), (0.000000985, 77.425400000), (0.000000999, 77.397280000), (0.000001055, 77.400440000), (0.000001009, 77.401280000), (0.000001131, 77.415360000)],
"d_amort_50000":[(0.000000387, 86.457600000), (0.000000376, 86.684800000), (0.000000369, 86.692800000), (0.000000372, 86.606400000), (0.000000376, 85.764800000), (0.000000375, 85.156800000), (0.000000371, 85.067200000), (0.000000377, 85.560000000), (0.000000374, 86.467200000), (0.000000380, 86.457600000)],
