"cpp_15":[(0.003719807, 0.0), (0.003407240, 0.0), (0.003786325, 0.0), (0.003236532, 0.0), (0.003774166, 0.0), (0.003504992, 0.0), (0.004986048, 0.0), (0.004332304, 0.0), (0.004680157, 0.0), (0.005155087, 0.0)],
"cpp_16":[(0.005753756, 0.0), (0.004456520, 0.0), (0.005591869, 0.0), (0.003935814, 0.0), (0.004638910, 0.0), (0.005064964, 0.0), (0.007580519, 0.0), (0.004328489, 0.0), (0.005501270, 0.0), (0.004437685, 0.0)],
"cpp_17":[(0.005304575, 0.0), (0.004941463, 0.0), (0.004884481, 0.0), (0.004599333, 0.0), (0.005311251, 0.0), (0.005365849, 0.0), (0.005351782, 0.0), (0.004981041, 0.0), (0.006727934, 0.0), (0.005906820, 0.0)],
"cpp_18":[(0.006469727, 0.0), (0.006186724, 0.0), (0.006531239, 0.0), (0.006871939, 0.0), (0.006498337, 0.0), (0.005552292, 0.0), (0.007571697, 0.0), (0.005531073, 0.0), (0.006544352, 0.0), (0.006255388, 0.0)],
"cpp_19":[(0.008324146, 0.0), (0.006953001, 0.0), (0.008021116, 0.0), (0.006292582, 0.0), (0.007186890, 0.0), (0.006746531, 0.0), (0.007191181, 0.0), (0.006561041, 0.0), (0.007565022, 0.0), (0.006478071, 0.0)],
"cpp_20":[(0.011480331, 0.0), (0.008207560, 0.0), (0.009603977, 0.0), (0.008341074, 0.0), (0.008605957, 0.0), (0.007225037, 0.0), (0.009367228, 0.0), (0.008303642, 0.0), (0.008314610, 0.0), (0.007221460, 0.0)],
"cpp_21":[(0.012057066, 0.0), (0.009535074, 0.0), (0.010167360, 0.0), (0.008445978, 0.0), (0.009875536, 0.0), (0.008790731, 0.0), (0.009843588, 0.0), (0.008533478, 0.0), (0.009961605, 0.0), (0.009151220, 0.0)],
"cpp_22":[(0.013875246, 0.0), (0.011138916, 0.0), (0.012789726, 0.0), (0.010087967, 0.0), (0.011872768, 0.0), (0.010141134, 0.0), (0.011809587, 0.0), (0.010208130, 0.0), (0.011767864, 0.0), (0.010875225, 0.0)],
"cpp_23":[(0.016149998, 0.0), (0.012525082, 0.0), (0.016179562, 0.0), (0.013631105, 0.0), (0.015362740, 0.0), (0.012980461, 0.0), (0.015105247, 0.0), (0.013173819, 0.0), (0.014654636, 0.0), (0.012844563, 0.0)],
"cpp_24":[(0.019288540, 0.0), (0.015432835, 0.0), (0.018029213, 0.0), (0.014736652, 0.0), (0.018123627, 0.0), (0.014761686, 0.0), (0.018465281, 0.0), (0.015029192, 0.0), (0.017593145, 0.0), (0.014736652, 0.0)],
"cpp_25":[(0.026677132, 0.0), (0.021523714, 0.0), (0.025808334, 0.0), (0.019134045, 0.0), (0.023468971, 0.0), (0.018644810, 0.0), (0.022609472, 0.0), (0.018972158, 0.0), (0.022539616, 0.0), (0.018716812, 0.0)],
