"i_amort_50000":[(0.000000426, 31.249280000), (0.000000404, 31.249280000), (0.000000416, 31.249280000), (0.000000462, 31.249280000), (0.000000467, 31.249280000), (0.000000428, 31.249280000), (0.000000436, 31.249280000), (0.000000395, 31.249280000), (0.000000425, 31.249280000), (0.000000402, 31.249280000)],
"i_amort_100000":[(0.000000555, 31.216960000), (0.000000719, 31.216960000), (0.000000558, 31.216960000), (0.000000536, 31.216960000), (0.000000591, 31.216960000), (0.000000670, 31.216960000), (0.000000583, 31.216960000), (0.000000633, 31.216960000), (0.000000605, 31.216960000), (0.000000555, 31.216960000)],
"i_amort_150000":[(0.000000541, 31.206826667), (0.000000762, 31.206826667), (0.000000900, 31.206826667), (0.000000809, 31.206826667), (0.000000850, 31.206826667), (0.000000740, 31.206826667), (0.000000740, 31.206826667), (0.000000902, 31.206826667), (0.000000772, 31.206826667), (0.000000817, 31.206826667)],
"i_amort_200000":[(0.000000636, 31.226720000), (0.000000917, 31.226720000), (0.000000946, 31.226720000), (0.000000865, 31.226720000), (0.000000879, 31.226720000), (0.000000881, 31.226720000), (0.000000957, 31.226720000), (0.000000968, 31.226720000), (0.000000886, 31.226720000), (0.000000941, 31.226720000)],
"i_amort_250000":[(0.000000698, 31.223808000), (0.000000972, 31.223808000), (0.000001108, 31.223808000), (0.000001035, 31.223808000), (0.000001063, 31.223808000), (0.000001017, 31.223808000), (0.000001048, 31.223808000), (0.000001014, 31.223808000), (0.000001079, 31.223808000), (0.000000971, 31.223808000)],
"i_amort_300000":[(0.000000848, 31.216853333), (0.000001147, 31.216853333), (0.000001254, 31.216853333), (0.000001184, 31.216853333), (0.000001033, 31.216853333), (0.000001073, 31.216853333), (0.000001019, 31.216853333), (0.000001041, 31.216853333), (0.000001011, 31.216853333), (0.000001050, 31.216853333)],
"i_amort_350000":[(0.000000796, 31.215908571), (0.000001157, 31.215908571), (0.000001151, 31.215908571), (0.000001134, 31.215908571), (0.000001199, 31.215908571), (0.000001112, 31.215908571), (0.000001155, 31.215908571), (0.000001266, 31.215908571), (0.000001176, 31.215908571), (0.000001186, 31.215908571)],
"i_amort_400000":[(0.000000840, 31.219760000), (0.000001134, 31.219760000), (0.000001144, 31.219760000), (0.000001141, 31.219760000), (0.000001190, 31.219760000), (0.000001184, 31.219760000), (0.000001134, 31.219760000), (0.000001133, 31.219760000), (0.000001177, 31.219760000), (0.000001145, 31.219760000)],
"i_amort_450000":[(0.000000860, 31.212017778), (0.000001186, 31.212017778), (0.000001298, 31.212017778), (0.000001217, 31.212017778), (0.000001191, 31.212017778), (0.000001189, 31.212017778), (0.000001400, 31.212017778), (0.000001282, 31.212017778), (0.000001291, 31.212017778), (0.000001243, 31.212017778)],
"i_amort_500000":[(0.000000991, 31.214528000), (0.000001388, 31.214528000), (0.000001305, 31.214528000), (0.000001230, 31.214528000), (0.000001227, 31.214528000), (0.000001265, 31.214528000), (0.000001270, 31.214528000), (0.000001397, 31.214528000), (0.000001290, 31.214528000), (0.000001352, 31.214528000)],
